701	74476228	1	0
701	68559485	0	0
701	88304149	1	1
701	52503871	2	0
701	1209016	2	0
655	99107038	0	0
701	15100914	0	0
655	1528629	1	0
701	4841406	0	0
655	89216421	1	0
701	17963617	1	0
701	77522417	2	0
701	89056103	1	0
655	79775986	2	1
655	14147479	1	0
655	76423928	0	0
655	71614478	1	0
655	8478319	0	0
655	11979974	1	0
655	71179576	1	0
701	67653031	0	0
701	20370431	1	0
539	64104781	1	0
701	53349101	1	0
539	66211014	0	0
539	81306288	1	0
701	39917131	0	0
539	17380488	1	0
539	46822571	2	1
539	91217118	1	0
539	1926589	0	0
539	60992209	0	0
701	66703496	1	0
539	73205697	0	0
539	41112091	1	0
701	13385260	2	0
701	11725882	2	0
701	77682184	2	0
701	16201983	0	0
701	77014514	1	0
539	76068551	1	0
539	14603033	1	0
539	12491045	1	0
539	85324704	0	0
701	23372091	2	0
655	66293468	0	0
539	90988663	2	0
701	67582502	1	0
539	54445651	1	0
701	11602496	0	0
539	1936363	0	0
655	78543531	1	0
701	64706999	1	0
655	71560165	1	0
539	37260501	0	0
701	25671361	2	0
539	99677218	0	0
655	1702066	1	0
539	14556837	1	0
701	6344074	0	0
701	77273513	1	0
655	72462639	0	0
701	8247183	2	0
701	29056981	0	1
539	37563911	0	0
33	69614247	0	0
655	87954089	1	0
701	80893728	2	0
539	63883063	2	0
539	73675971	1	0
539	79345729	1	0
539	85205712	1	1
539	74162962	1	0
539	76993066	0	0
655	68267799	1	0
379	1955175	0	0
539	71614478	0	0
655	60987641	0	0
539	526229	1	0
655	75286204	0	0
379	9702723	0	0
539	80947484	2	0
655	891436	0	0
379	56640741	0	0
379	11521425	0	0
33	73561246	0	0
379	28495341	1	0
33	82445156	0	0
379	68221676	0	0
539	82925846	0	0
379	23540241	0	0
157	16435287	1	0
539	67976638	1	0
539	8855569	0	0
157	77244359	1	0
539	73246025	1	0
379	3921282	1	0
537	6260076	0	0
539	3407958	0	0
539	7747321	1	0
157	5466246	0	0
33	8883995	0	0
539	79063887	0	0
539	91011063	0	0
157	92169736	0	0
655	16053451	0	0
539	75286204	0	0
157	1118030	2	0
537	78405037	0	0
539	74710553	0	0
33	17801250	0	1
655	70294292	1	0
379	69501553	0	0
157	4524232	0	0
537	60797755	2	1
655	66107883	0	0
379	91412514	0	0
655	75517415	0	0
655	77279367	1	0
157	87123785	0	0
379	16053451	1	1
539	10737055	0	0
537	66676859	1	0
157	68254523	1	0
655	73331759	0	0
539	74863964	1	0
379	74215323	1	1
539	4524232	1	0
655	71603224	2	1
539	69818709	0	0
539	11521425	0	0
379	83504220	0	0
655	61776943	0	0
157	13382403	0	0
655	2030307	1	0
539	12985555	2	0
379	50405761	0	0
537	17489120	0	0
539	78361807	1	0
157	5953902	1	0
33	1481358	0	0
379	16329637	0	0
539	16762601	1	0
655	65007713	1	0
539	61449519	1	0
537	70743428	0	0
157	69121790	1	0
539	80788398	0	0
379	62329923	0	0
33	66985565	0	0
157	4729155	1	0
655	74571723	0	0
537	70077941	0	0
157	65802069	0	0
379	13526995	0	0
655	14320658	0	0
157	70045109	1	0
537	64322720	0	0
655	74041643	0	0
33	15661190	0	0
157	74984635	0	0
655	18161074	1	0
379	1481358	0	0
539	74215323	0	0
655	73203277	0	0
157	1730398	0	0
539	78436103	2	0
379	16256608	0	0
655	79297993	0	0
539	2560749	1	0
157	14047278	0	0
539	14320658	1	0
33	65991636	0	0
539	4119245	0	0
655	5775938	0	0
379	72325972	1	1
539	4566336	0	1
655	75419623	0	0
157	1103326	0	0
537	66295263	0	1
157	68058194	0	0
33	16347072	0	0
539	56047801	0	0
655	88519867	0	0
157	89056103	0	0
539	24403451	0	0
655	5953902	0	0
539	66268564	0	0
379	71655629	0	0
379	64516028	0	0
33	71051592	1	0
379	70625832	0	0
379	4250024	0	0
157	73626918	0	0
379	12561291	0	0
539	1674626	0	0
539	14147479	1	0
379	7235600	0	0
157	11517123	0	0
539	70083584	1	0
157	67204737	1	0
701	16053451	0	1
539	15232718	0	0
539	4157260	2	0
157	71578197	1	0
655	81956284	0	0
701	73691383	0	0
539	8046663	0	0
379	71142799	0	0
539	15597432	1	0
701	6862149	1	0
33	88304149	0	1
157	62019639	0	0
701	37563911	2	0
655	95955228	0	0
539	2481288	0	0
701	72269660	1	1
157	5832569	1	0
655	71173042	0	0
379	64169643	0	0
539	69292911	0	0
701	84063179	1	1
157	3473230	1	0
539	6240693	0	0
33	9883417	0	0
655	3369711	1	0
379	74911301	1	1
157	64550046	0	0
655	72269660	1	0
701	24403451	0	0
379	15036397	1	0
33	85205712	1	0
550	16162722	0	0
701	74411753	1	0
655	94073932	0	0
157	16103952	0	0
655	85324704	0	0
539	15864476	1	0
