algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_observed,0.05076463082252188,0.015262740759505579,10
itemknn,cm100k_observed,0.03582906574828987,0.009596502835462397,10
listrankmf,cm100k_observed,0.03422885105027197,0.006639541638718943,10
randomguess,cm100k_observed,0.005389437523468048,0.004428494156603432,10
slim,cm100k_observed,0.015624767083007498,0.00981237248303855,10
svdpp,cm100k_observed,0.023807038769862423,0.005439335730664974,10
ranksgd,cm100k_observed,0.029993054265743706,0.0063040192515077505,10
userknn,cm100k_observed,0.03523664534861981,0.010020251856141037,10
smootheditemaverage,cm100k_observed,0.006871004412940283,0.001193775149706229,10
optimalobservedprecision,cm100k_observed,0.050696402762834825,0.014176405626377465,10
optimalobservedantiprecision,cm100k_observed,0.002639219597124048,0.0005135654340158262,10
optimaltrueprecision,cm100k_observed,0.05824942065894978,0.013929046239754972,10
optimaltrueantiprecision,cm100k_observed,0.004641521061338599,0.0,10
pnmf,cm100k_observed,0.034523182668982334,0.017330015400038454,10
eals,cm100k_observed,0.008581977726419722,0.004342727830018816,10
gbpr,cm100k_observed,0.030575779880291164,0.014585390401398404,10
plsa,cm100k_observed,0.02651120683431149,0.01201764771899876,10
bpoissmf,cm100k_observed,0.007592823788973438,0.004984401831866304,10
wrmf,cm100k_observed,0.02391577275875601,0.008147794001396851,10
wbpr,cm100k_observed,0.022964931889018034,0.012776575794940558,10
