algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_observed,0.055891021385317964,0.01394924256140986,10
itemknn,cm100k_observed,0.03907699116824592,0.011764942563421652,10
listrankmf,cm100k_observed,0.0442493009032933,0.005939304323334741,10
randomguess,cm100k_observed,0.005639547749813909,0.0016013841108898142,10
slim,cm100k_observed,0.01792001126601887,0.0030418250950570336,10
svdpp,cm100k_observed,0.021415494799525217,0.005664695113364315,10
ranksgd,cm100k_observed,0.03238980425292213,0.010043857002031907,10
userknn,cm100k_observed,0.03914036252439294,0.00715945440280041,10
smootheditemaverage,cm100k_observed,0.006411068863540346,0.0009576116039994367,10
optimalobservedprecision,cm100k_observed,0.05496610135393406,0.013233045647494317,10
optimalobservedantiprecision,cm100k_observed,0.00301366004788058,0.0013096746937051118,10
optimaltrueprecision,cm100k_observed,0.06376013438751081,0.011649264691089784,10
optimaltrueantiprecision,cm100k_observed,0.0052331663548393585,0.0,10
optimaltrueprecisionrestricted,cm100k_observed,0.009934717444223147,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed,0.0052331663548393585,0.0,10
pnmf,cm100k_observed,0.029332890739734843,0.01433248838191804,10
eals,cm100k_observed,0.011705091838171687,0.00543736294686865,10
gbpr,cm100k_observed,0.03203321463777738,0.019844287524895893,10
plsa,cm100k_observed,0.027983986158891107,0.007574888848653107,10
bpoissmf,cm100k_observed,0.004133220673144628,0.0026525439072967593,10
wrmf,cm100k_observed,0.03137888023819582,0.012540990202587159,10
wbpr,cm100k_observed,0.02919005371476854,0.015278029251413281,10
