algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_observed,0.06127977644729324,0.0167667756774725,10
itemknn,cm100k_observed,0.038716388270251034,0.014160022457006868,10
listrankmf,cm100k_observed,0.04532358033114245,0.007013676670144607,10
randomguess,cm100k_observed,0.004747011621054222,0.0010365758055090254,10
slim,cm100k_observed,0.02067732996918129,0.004089203077669301,10
svdpp,cm100k_observed,0.01719817301293175,0.005279780005631702,10
ranksgd,cm100k_observed,0.029404614488852076,0.010634346956582719,10
userknn,cm100k_observed,0.039495143982758454,0.009231116549293537,10
smootheditemaverage,cm100k_observed,0.007194041224910442,0.0013487031096728747,10
optimalobservedprecision,cm100k_observed,0.05764042112828882,0.016641418460104945,10
optimalobservedantiprecision,cm100k_observed,0.0017420143542831341,0.0007040941176629899,10
optimaltrueprecision,cm100k_observed,0.06865916140253968,0.013973372688836557,10
optimaltrueantiprecision,cm100k_observed,0.004330895057076343,0.0,10
pnmf,cm100k_observed,0.03299414033876672,0.014261003644392613,10
eals,cm100k_observed,0.008776343271494843,0.005011572508577492,10
gbpr,cm100k_observed,0.03529112456335568,0.022037916159190395,10
plsa,cm100k_observed,0.0242167125471772,0.00820900539617446,10
bpoissmf,cm100k_observed,0.0033058892712426106,0.0035853258681637795,10
wrmf,cm100k_observed,0.03331110463890211,0.01365677467761691,10
wbpr,cm100k_observed,0.027517143052537312,0.014913589630034016,10
