algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_observed,0.05580620989530564,0.011657801418439716,10
itemknn,cm100k_observed,0.041952148767308337,0.014488876224248565,10
listrankmf,cm100k_observed,0.04598583671057076,0.010875759878419454,10
randomguess,cm100k_observed,0.006946027524484971,0.004284342283012495,10
slim,cm100k_observed,0.01609623015873016,0.006454217325227963,10
svdpp,cm100k_observed,0.03043418608578183,0.005303845829111786,10
ranksgd,cm100k_observed,0.03307106973995272,0.008770263424518743,10
userknn,cm100k_observed,0.03648841185410335,0.009586605032083756,10
smootheditemaverage,cm100k_observed,0.004131311212428234,0.0010195035460992907,10
optimalobservedprecision,cm100k_observed,0.060847264437689966,0.010213504728132388,10
optimalobservedantiprecision,cm100k_observed,0.007273197399527188,0.0008421985815602836,10
optimaltrueprecision,cm100k_observed,0.06502765113137454,0.008705357142857141,10
optimaltrueantiprecision,cm100k_observed,0.0035846209050996282,0.0,10
optimaltrueprecisionrestricted,cm100k_observed,0.01177389395474502,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed,0.0035846209050996282,0.0,10
pnmf,cm100k_observed,0.03181990881458966,0.012449869132049983,10
eals,cm100k_observed,0.007449974670719351,0.0050901300236406615,10
gbpr,cm100k_observed,0.030463736913204996,0.017581686930091184,10
plsa,cm100k_observed,0.028669579533941236,0.010173927727119217,10
bpoissmf,cm100k_observed,0.00496031746031746,0.0010026173590003376,10
wrmf,cm100k_observed,0.03480770854441067,0.013498395812225599,10
wbpr,cm100k_observed,0.03211805555555555,0.014744807497467073,10
