algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_observed,0.05042811038661661,0.01106390919668928,10
itemknn,cm100k_observed,0.03991141408153856,0.01370337438802169,10
listrankmf,cm100k_observed,0.03350073547168983,0.006847021888515664,10
randomguess,cm100k_observed,0.008148916551406179,0.007249335880041274,10
slim,cm100k_observed,0.017775362796109685,0.007668115655667523,10
svdpp,cm100k_observed,0.016583240027223427,0.004591209466728139,10
ranksgd,cm100k_observed,0.024686052383147822,0.005245998814463544,10
userknn,cm100k_observed,0.031173571318799536,0.008772969768820391,10
smootheditemaverage,cm100k_observed,0.007914553557707083,0.0014983863531581373,10
optimalobservedprecision,cm100k_observed,0.0458917868668906,0.009085270807262508,10
optimalobservedantiprecision,cm100k_observed,0.0030736130321192563,0.0018441678192715537,10
optimaltrueprecision,cm100k_observed,0.056404092296208484,0.012776899602625744,10
optimaltrueantiprecision,cm100k_observed,0.004857955169158489,0.0,10
optimaltrueprecisionrestricted,cm100k_observed,0.013099080111528244,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed,0.004857955169158489,0.0,10
pnmf,cm100k_observed,0.039990449845221626,0.011054578585698917,10
eals,cm100k_observed,0.009734571560297701,0.0027141100792553072,10
gbpr,cm100k_observed,0.027821137675909463,0.010249950602647696,10
plsa,cm100k_observed,0.026739335660497486,0.010040286285099564,10
bpoissmf,cm100k_observed,0.0055604952907857465,0.003741026147665152,10
wrmf,cm100k_observed,0.035293859360249404,0.012324090539858177,10
wbpr,cm100k_observed,0.01606237239017322,0.012420689806581925,10
