algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_observed,0.05000739590562941,0.017020373019557587,10
itemknn,cm100k_observed,0.0383905249291276,0.014498173228453311,10
listrankmf,cm100k_observed,0.034881611302338515,0.008289536989451769,10
randomguess,cm100k_observed,0.006248940100446052,0.007166538495225756,10
slim,cm100k_observed,0.015595247245673523,0.006591579767687537,10
svdpp,cm100k_observed,0.015495263846891387,0.0038082625754821482,10
ranksgd,cm100k_observed,0.021060158847173,0.005545369510392827,10
userknn,cm100k_observed,0.02959476305764599,0.008517793673187482,10
smootheditemaverage,cm100k_observed,0.005963080177820203,0.0013040178830477438,10
optimalobservedprecision,cm100k_observed,0.0488230620631141,0.01415448858145811,10
optimalobservedantiprecision,cm100k_observed,0.0013338359316621517,0.000565745291052712,10
optimaltrueprecision,cm100k_observed,0.054162900223482004,0.01908320540318762,10
optimaltrueantiprecision,cm100k_observed,0.0033379115587908958,0.0,10
pnmf,cm100k_observed,0.0354802291164281,0.011612188372647077,10
eals,cm100k_observed,0.007103746652969978,0.0023033356685338326,10
gbpr,cm100k_observed,0.02857017720661135,0.013040899855517226,10
plsa,cm100k_observed,0.02789542034128477,0.01259224506592989,10
bpoissmf,cm100k_observed,0.003046970980211656,0.005019561551803345,10
wrmf,cm100k_observed,0.032837274155428635,0.012302974122754053,10
wbpr,cm100k_observed,0.015450146579889246,0.013539308070681481,10
