algorithm,dataset,mrr,antimrr,cutoff
mostpopular,yahoo_true,0.020643371546149324,0.018388300999412112,10
itemknn,yahoo_true,0.027915711346266907,0.013888741916519693,10
listrankmf,yahoo_true,0.021332965902410347,0.019409905937683714,10
randomguess,yahoo_true,0.006911816578483243,0.023644179894179895,10
slim,yahoo_true,0.020400352733686067,0.015464065255731923,10
svdpp,yahoo_true,0.012290784832451501,0.020542034097589652,10
ranksgd,yahoo_true,0.02165512933568489,0.016556363903586127,10
userknn,yahoo_true,0.027628968253968256,0.012979791299235743,10
smootheditemaverage,yahoo_true,0.007234347442680776,0.023447677836566726,10
optimalobservedprecision,yahoo_true,0.022583774250440915,0.018415490887713108,10
optimalobservedantiprecision,yahoo_true,0.0036735743680188127,0.02502623456790123,10
optimaltrueprecision,yahoo_true,0.02383215755437978,0.017382716049382716,10
optimaltrueantiprecision,yahoo_true,0.014527557319223987,0.009922986478542034,10
optimaltrueprecisionrestricted,yahoo_true,0.021160199882422105,0.01217585243974133,10
optimaltrueantiprecisionrestricted,yahoo_true,0.021160199882422105,0.01217585243974133,10
pnmf,yahoo_true,0.024524470899470897,0.01811302175191064,10
eals,yahoo_true,0.020933495002939447,0.013698265726043504,10
gbpr,yahoo_true,0.026936067019400354,0.014502572016460907,10
plsa,yahoo_true,0.024478395061728397,0.016560920047031157,10
bpoissmf,yahoo_true,0.004780570252792475,0.02617886537330982,10
wrmf,yahoo_true,0.031917328042328046,0.012053203997648443,10
wbpr,yahoo_true,0.015337154614932392,0.020352292768959435,10
