algorithm,dataset,mrr,antimrr,cutoff
mostpopular,yahoo_true,0.021375,0.018155496766607875,10
itemknn,yahoo_true,0.02715865667254556,0.012552836566725456,10
listrankmf,yahoo_true,0.02280026455026455,0.019048206937095823,10
randomguess,yahoo_true,0.006564447383891829,0.02229835390946502,10
slim,yahoo_true,0.01764844209288654,0.019562830687830685,10
svdpp,yahoo_true,0.011393665490887711,0.021252718988830098,10
ranksgd,yahoo_true,0.02147714579659024,0.01394077013521458,10
userknn,yahoo_true,0.02704137272192828,0.013593547912992355,10
smootheditemaverage,yahoo_true,0.00716982657260435,0.02318261316872428,10
optimalobservedprecision,yahoo_true,0.02270840681951793,0.01826499118165785,10
optimalobservedantiprecision,yahoo_true,0.004534685479129923,0.025165858318636092,10
optimaltrueprecision,yahoo_true,0.024003894767783657,0.017334656084656085,10
optimaltrueantiprecision,yahoo_true,0.014514109347442683,0.010182539682539684,10
optimaltrueprecisionrestricted,yahoo_true,0.021358612580834803,0.012284391534391533,10
optimaltrueantiprecisionrestricted,yahoo_true,0.021358612580834803,0.012284391534391533,10
pnmf,yahoo_true,0.025635655496766604,0.018638741916519694,10
eals,yahoo_true,0.018061213991769548,0.015123456790123455,10
gbpr,yahoo_true,0.028286890064667846,0.014993827160493828,10
plsa,yahoo_true,0.027513374485596702,0.015608024691358025,10
bpoissmf,yahoo_true,0.0063472957084068195,0.02277630805408583,10
wrmf,yahoo_true,0.034493827160493824,0.013880731922398587,10
wbpr,yahoo_true,0.014710758377425042,0.017081716637272194,10
