algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_true,0.044521086212262674,0.014973544973544972,10
itemknn,cm100k_true,0.034625739184562715,0.02092670401493931,10
listrankmf,cm100k_true,0.041392779333955805,0.015680827886710238,10
randomguess,cm100k_true,0.016328197945845006,0.038731325863678806,10
slim,cm100k_true,0.020818160597572365,0.02264900404606287,10
svdpp,cm100k_true,0.03432812013694367,0.022512449424214133,10
ranksgd,cm100k_true,0.03654839713663243,0.022902661064425768,10
userknn,cm100k_true,0.03251984126984127,0.02190787426081544,10
smootheditemaverage,cm100k_true,0.01564386865857454,0.028593215063803298,10
optimalobservedprecision,cm100k_true,0.04848778400248988,0.012550964830376595,10
optimalobservedantiprecision,cm100k_true,0.020885854341736693,0.03210978835978836,10
optimaltrueprecision,cm100k_true,0.05483154372860255,0.013898225957049485,10
optimaltrueantiprecision,cm100k_true,0.03282913165266107,0.005560613134142546,10
optimaltrueprecisionrestricted,cm100k_true,0.043784624961095545,0.006639044506691566,10
optimaltrueantiprecisionrestricted,cm100k_true,0.043784624961095545,0.006639044506691566,10
pnmf,cm100k_true,0.02794000933706816,0.02545051353874883,10
eals,cm100k_true,0.021443355119825706,0.04113795518207283,10
gbpr,cm100k_true,0.029172113289760347,0.024845549330843444,10
plsa,cm100k_true,0.032049486461251164,0.022555633364456894,10
bpoissmf,cm100k_true,0.016665499533146593,0.03807500778089013,10
wrmf,cm100k_true,0.03360021786492375,0.026565515094926856,10
wbpr,cm100k_true,0.029066682228446935,0.031235216308745723,10
