algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_true,0.02637631471481132,0.004301072783245212,10
itemknn,cm100k_true,0.018002576406463335,0.006136700046748872,10
listrankmf,cm100k_true,0.022767014998052445,0.0057372174867314505,10
randomguess,cm100k_true,0.0072531103381594806,0.010082124764900795,10
slim,cm100k_true,0.01396151946575914,0.008652516326299955,10
svdpp,cm100k_true,0.013597287805078814,0.006997202277990677,10
ranksgd,cm100k_true,0.017858674512477267,0.005854085680570297,10
userknn,cm100k_true,0.01879964840383729,0.006566929014223454,10
smootheditemaverage,cm100k_true,0.007804784186360742,0.00906423285202972,10
optimalobservedprecision,cm100k_true,0.025259083817487087,0.004495646687673679,10
optimalobservedantiprecision,cm100k_true,0.008881526904919243,0.010492383759228997,10
optimaltrueprecision,cm100k_true,0.02965909273915155,0.005090119200215707,10
optimaltrueantiprecision,cm100k_true,0.01640270235436036,0.0021639675033332533,10
pnmf,cm100k_true,0.016259965619371822,0.007087950392479888,10
eals,cm100k_true,0.009470318790907234,0.010300408166819609,10
gbpr,cm100k_true,0.017068220661529417,0.00911808306711492,10
plsa,cm100k_true,0.014784600369577053,0.00557855183224447,10
bpoissmf,cm100k_true,0.006525998565046127,0.012775481431536092,10
wrmf,cm100k_true,0.01737373354906573,0.006448337581726995,10
wbpr,cm100k_true,0.017303991182615736,0.007352781220286369,10
