algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_true,0.01991504630265351,0.00486503351641254,10
itemknn,cm100k_true,0.016058349658923398,0.004983916906334897,10
listrankmf,cm100k_true,0.017454290707770114,0.0054280911799642435,10
randomguess,cm100k_true,0.007292311404313389,0.01152605998448067,10
slim,cm100k_true,0.011743442373823668,0.00825873819986801,10
svdpp,cm100k_true,0.01145305825605439,0.007437293793001698,10
ranksgd,cm100k_true,0.010967542861497863,0.004865798259304512,10
userknn,cm100k_true,0.01473708266225978,0.005111425208944456,10
smootheditemaverage,cm100k_true,0.009903583449442954,0.011102874956944769,10
optimalobservedprecision,cm100k_true,0.020024982886239728,0.004072890903885341,10
optimalobservedantiprecision,cm100k_true,0.008997620900099817,0.008664029173757687,10
optimaltrueprecision,cm100k_true,0.023199639958122614,0.005012784403005514,10
optimaltrueantiprecision,cm100k_true,0.014138762729895872,0.0017761362763364797,10
pnmf,cm100k_true,0.01659034197906056,0.0057219748272024085,10
eals,cm100k_true,0.008560013326608941,0.010645264105598323,10
gbpr,cm100k_true,0.013723111419449145,0.0074397436828500425,10
plsa,cm100k_true,0.01570380846472097,0.00660563546804669,10
bpoissmf,cm100k_true,0.006269174880430805,0.014270399585545051,10
wrmf,cm100k_true,0.01603039662825433,0.005275795633958466,10
wbpr,cm100k_true,0.008761429591240308,0.00789271041681578,10
