algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_true,0.025232682138143992,0.00484868931245708,10
itemknn,cm100k_true,0.018517341774524337,0.005573252974660095,10
listrankmf,cm100k_true,0.021523039875125417,0.004797576656204739,10
randomguess,cm100k_true,0.006619960569089416,0.011635963179460368,10
slim,cm100k_true,0.010963623340730692,0.006768362773728218,10
svdpp,cm100k_true,0.020693836042634108,0.006261359326625174,10
ranksgd,cm100k_true,0.021058250376520794,0.0069842278620934235,10
userknn,cm100k_true,0.016486152688898706,0.006478504060164095,10
smootheditemaverage,cm100k_true,0.00741745863094756,0.009499798430668782,10
optimalobservedprecision,cm100k_true,0.026909366864376033,0.00439198616627012,10
optimalobservedantiprecision,cm100k_true,0.008973786269590198,0.009763703184906287,10
optimaltrueprecision,cm100k_true,0.03079506667094269,0.004167903919460688,10
optimaltrueantiprecision,cm100k_true,0.016257648322751058,0.0018444364732817158,10
pnmf,cm100k_true,0.014574522772804951,0.007726579407164542,10
eals,cm100k_true,0.007901288537822043,0.011648712296070665,10
gbpr,cm100k_true,0.015374008700438369,0.00783670813546281,10
plsa,cm100k_true,0.016602864934892162,0.006858609606332757,10
bpoissmf,cm100k_true,0.007154422924709777,0.011599681095802894,10
wrmf,cm100k_true,0.017195641499992576,0.007051576656849494,10
wbpr,cm100k_true,0.01635329226998071,0.008185826053956085,10
