algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_true,0.035194755140245726,0.014645964100869949,10
itemknn,cm100k_true,0.03334198562147026,0.017541334340145043,10
listrankmf,cm100k_true,0.028357874368776254,0.02373833907530637,10
randomguess,cm100k_true,0.016786618843110414,0.03328023974703855,10
slim,cm100k_true,0.02264382462598518,0.03163748485849576,10
svdpp,cm100k_true,0.03344620636493778,0.019642267214120535,10
ranksgd,cm100k_true,0.02740808910283638,0.022945868139128793,10
userknn,cm100k_true,0.03006984756241446,0.021200465650416098,10
smootheditemaverage,cm100k_true,0.018497805465099812,0.032575471549703465,10
optimalobservedprecision,cm100k_true,0.036380118615004634,0.014802098573159029,10
optimalobservedantiprecision,cm100k_true,0.013796073434329132,0.04350527789576353,10
optimaltrueprecision,cm100k_true,0.048008400585209304,0.012104551103560023,10
optimaltrueantiprecision,cm100k_true,0.027471014834741295,0.007545581827048627,10
optimaltrueprecisionrestricted,cm100k_true,0.044375619425173436,0.008303836896502902,10
optimaltrueantiprecisionrestricted,cm100k_true,0.044375619425173436,0.008303836896502902,10
pnmf,cm100k_true,0.029421712523793792,0.02159257161734863,10
eals,cm100k_true,0.016786618843110414,0.030141032296631898,10
gbpr,cm100k_true,0.024999606714175594,0.025691789765129702,10
plsa,cm100k_true,0.0335366621045511,0.025268614218069124,10
bpoissmf,cm100k_true,0.014055642078436922,0.03556051095694307,10
wrmf,cm100k_true,0.02932142463857033,0.02147537244167571,10
wbpr,cm100k_true,0.02294114870923592,0.027443091541208487,10
