algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_true_synthetic,0.0018239647869277497,0.05378510378510379,10
itemknn,cm100k_true_synthetic,0.006005140264399523,0.03736414477155218,10
listrankmf,cm100k_true_synthetic,0.009936839566469196,0.040961199294532624,10
randomguess,cm100k_true_synthetic,0.015126848460181794,0.03516068979031942,10
slim,cm100k_true_synthetic,0.0028052879904731758,0.058429807503881576,10
svdpp,cm100k_true_synthetic,0.021229970304044377,0.02706100483878262,10
ranksgd,cm100k_true_synthetic,0.010546209620283695,0.030384841495952605,10
userknn,cm100k_true_synthetic,0.0050618791359532105,0.05356652949245541,10
smootheditemaverage,cm100k_true_synthetic,0.01605767346508087,0.029568579568579566,10
optimalobservedprecision,cm100k_true_synthetic,0.0011576900465789354,0.04575589020033464,10
optimalobservedantiprecision,cm100k_true_synthetic,0.017458810051402648,0.03404030811438219,10
optimaltrueprecision,cm100k_true_synthetic,0.044258656295693324,0.028531482235185937,10
optimaltrueantiprecision,cm100k_true_synthetic,0.02005155338488672,0.009206876799469391,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.027075325223473373,0.010740665370294998,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.027075325223473373,0.010740665370294998,10
pnmf,cm100k_true_synthetic,0.001989026063100137,0.04122989493359864,10
eals,cm100k_true_synthetic,0.01190325449584709,0.03318673781636745,10
gbpr,cm100k_true_synthetic,0.003608360089841571,0.04634415652934171,10
plsa,cm100k_true_synthetic,0.005321530321530321,0.04496902274680053,10
bpoissmf,cm100k_true_synthetic,0.016866775200108534,0.03962412758709055,10
wrmf,cm100k_true_synthetic,0.005100318063281026,0.046676163342830014,10
wbpr,cm100k_true_synthetic,0.002003346447790892,0.05556610741795927,10
