algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_true_synthetic,0.0006332292227348582,0.02001528159600624,10
itemknn,cm100k_true_synthetic,0.002474752077423872,0.013252326994365208,10
listrankmf,cm100k_true_synthetic,0.004733303762691767,0.013896912334498237,10
randomguess,cm100k_true_synthetic,0.006200479096834968,0.009906343859774678,10
slim,cm100k_true_synthetic,0.0010010414118427847,0.02085039453586125,10
svdpp,cm100k_true_synthetic,0.008430552602784924,0.008001314452760382,10
ranksgd,cm100k_true_synthetic,0.004917411369085613,0.010108563924857913,10
userknn,cm100k_true_synthetic,0.002543517630901462,0.017610557822367902,10
smootheditemaverage,cm100k_true_synthetic,0.008439341451702352,0.008673971632978762,10
optimalobservedprecision,cm100k_true_synthetic,0.000646634045876114,0.016143617674292947,10
optimalobservedantiprecision,cm100k_true_synthetic,0.007900431407707225,0.009517658550812255,10
optimaltrueprecision,cm100k_true_synthetic,0.018583699258630418,0.008149767185811865,10
optimaltrueantiprecision,cm100k_true_synthetic,0.009124066339055041,0.002942977301498674,10
pnmf,cm100k_true_synthetic,0.0008753738398202286,0.015389904603781843,10
eals,cm100k_true_synthetic,0.004626497447821961,0.01036023862120512,10
gbpr,cm100k_true_synthetic,0.0015881786038471786,0.01650128956854535,10
plsa,cm100k_true_synthetic,0.0024704882161243834,0.014453574180402643,10
bpoissmf,cm100k_true_synthetic,0.005656203779854273,0.012142142153412366,10
wrmf,cm100k_true_synthetic,0.0018053042489841712,0.015395158598559342,10
wbpr,cm100k_true_synthetic,0.0007789313564970045,0.018628925682379678,10
