algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_true_synthetic,0.001734887503388452,0.05419113882111984,10
itemknn,cm100k_true_synthetic,0.0075445769705731755,0.04297950362940875,10
listrankmf,cm100k_true_synthetic,0.009866796180837927,0.03952027047378091,10
randomguess,cm100k_true_synthetic,0.01160996656727207,0.03970738833167676,10
slim,cm100k_true_synthetic,0.001747311827956989,0.05550435227854583,10
svdpp,cm100k_true_synthetic,0.019458751242432452,0.039795111593024304,10
ranksgd,cm100k_true_synthetic,0.010312942381253578,0.032968509984639016,10
userknn,cm100k_true_synthetic,0.013124981175265804,0.055699376524803466,10
smootheditemaverage,cm100k_true_synthetic,0.01680295774223668,0.026139649408150358,10
optimalobservedprecision,cm100k_true_synthetic,0.0034358904852263487,0.04710324990211138,10
optimalobservedantiprecision,cm100k_true_synthetic,0.01234902563175808,0.028805608264811305,10
optimaltrueprecision,cm100k_true_synthetic,0.040341405379356036,0.0375756754314629,10
optimaltrueantiprecision,cm100k_true_synthetic,0.0188759374717629,0.011642345110087046,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.03154536007951568,0.015583114966416674,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.03154536007951568,0.015583114966416674,10
pnmf,cm100k_true_synthetic,0.005658338604258907,0.04611005692599621,10
eals,cm100k_true_synthetic,0.012580193367669648,0.039544742628234084,10
gbpr,cm100k_true_synthetic,0.004263425800427698,0.04544554380892142,10
plsa,cm100k_true_synthetic,0.006185054667028101,0.04642254751362911,10
bpoissmf,cm100k_true_synthetic,0.013677298876539864,0.035962772205656454,10
wrmf,cm100k_true_synthetic,0.005541625252251438,0.04457207614228487,10
wbpr,cm100k_true_synthetic,0.00765564290232222,0.048830984006505825,10
