algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_true_synthetic,0.002210400289147917,0.05140244269750911,10
itemknn,cm100k_true_synthetic,0.006534065238998826,0.03308296436854312,10
listrankmf,cm100k_true_synthetic,0.009717704286015481,0.0405733261046354,10
randomguess,cm100k_true_synthetic,0.012296316376012771,0.041644076985632966,10
slim,cm100k_true_synthetic,0.0015229209963555316,0.05261249661154784,10
svdpp,cm100k_true_synthetic,0.02039659950001506,0.03343799885545616,10
ranksgd,cm100k_true_synthetic,0.015255941086111861,0.03916636547091955,10
userknn,cm100k_true_synthetic,0.007450076804915514,0.04428481069847294,10
smootheditemaverage,cm100k_true_synthetic,0.020044576970573175,0.033209466582331856,10
optimalobservedprecision,cm100k_true_synthetic,0.0041768320231318325,0.044783666154633896,10
optimalobservedantiprecision,cm100k_true_synthetic,0.013912984548658172,0.031870651486401017,10
optimaltrueprecision,cm100k_true_synthetic,0.04241287913014668,0.02547588928044336,10
optimaltrueantiprecision,cm100k_true_synthetic,0.021620207222674014,0.008746348001566217,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.0300487937110328,0.011048236498900636,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.0300487937110328,0.011048236498900636,10
pnmf,cm100k_true_synthetic,0.0024969127435920603,0.052771000873467665,10
eals,cm100k_true_synthetic,0.011138218728351556,0.037007544953465255,10
gbpr,cm100k_true_synthetic,0.005889506340170477,0.041914023673985716,10
plsa,cm100k_true_synthetic,0.006153052618897021,0.05062949911147254,10
bpoissmf,cm100k_true_synthetic,0.01517913617059727,0.03370756904912503,10
wrmf,cm100k_true_synthetic,0.010413466461853559,0.04182291196048312,10
wbpr,cm100k_true_synthetic,0.0034931176771783984,0.04481077377187434,10
