algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_true_synthetic,0.00048483140831634766,0.01980913808400494,10
itemknn,cm100k_true_synthetic,0.003265001475130138,0.013341737926934818,10
listrankmf,cm100k_true_synthetic,0.004014154309691066,0.01568679685582921,10
randomguess,cm100k_true_synthetic,0.005139025586953677,0.011098962221642049,10
slim,cm100k_true_synthetic,0.0010658460591120432,0.019625212265174618,10
svdpp,cm100k_true_synthetic,0.008749426458541284,0.010994572473748108,10
ranksgd,cm100k_true_synthetic,0.005186458317627685,0.012557516678217742,10
userknn,cm100k_true_synthetic,0.002935619184848598,0.019405790151830995,10
smootheditemaverage,cm100k_true_synthetic,0.011879351248157541,0.009460757070952844,10
optimalobservedprecision,cm100k_true_synthetic,0.0015549796566215518,0.016973947350324925,10
optimalobservedantiprecision,cm100k_true_synthetic,0.007797333614413958,0.011416115789731847,10
optimaltrueprecision,cm100k_true_synthetic,0.016692190340244314,0.005461345500848274,10
optimaltrueantiprecision,cm100k_true_synthetic,0.009654227401497273,0.002838605110103741,10
pnmf,cm100k_true_synthetic,0.0010138682026700045,0.019545711333044037,10
eals,cm100k_true_synthetic,0.0037207633779004507,0.01388643372665515,10
gbpr,cm100k_true_synthetic,0.0024349806340311997,0.017163924833029972,10
plsa,cm100k_true_synthetic,0.0028534526518631032,0.013971797815224094,10
bpoissmf,cm100k_true_synthetic,0.006427013316039298,0.014441041546677186,10
wrmf,cm100k_true_synthetic,0.002108529318754602,0.014285680583329395,10
wbpr,cm100k_true_synthetic,0.0008789068584642487,0.016565764526340624,10
