algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_true_synthetic,0.0018787084726363664,0.0545830697870546,10
itemknn,cm100k_true_synthetic,0.007436146501611398,0.04618422637872353,10
listrankmf,cm100k_true_synthetic,0.013879100027107617,0.027228095539290984,10
randomguess,cm100k_true_synthetic,0.01328310894250173,0.04812242101141531,10
slim,cm100k_true_synthetic,0.0017973856209150326,0.05322881840908407,10
svdpp,cm100k_true_synthetic,0.016077828981054785,0.03287137435619409,10
ranksgd,cm100k_true_synthetic,0.015312415288696122,0.03930190355712178,10
userknn,cm100k_true_synthetic,0.0042464835396524205,0.057509939459654824,10
smootheditemaverage,cm100k_true_synthetic,0.02430273184542634,0.04186282039697599,10
optimalobservedprecision,cm100k_true_synthetic,0.0047396915755549525,0.043143655311586995,10
optimalobservedantiprecision,cm100k_true_synthetic,0.018299524110719556,0.031905288997319356,10
optimaltrueprecision,cm100k_true_synthetic,0.04212034276076022,0.030117692238185598,10
optimaltrueantiprecision,cm100k_true_synthetic,0.024676967561218035,0.013558326556429023,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.03300201801150568,0.015745760669859343,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.03300201801150568,0.015745760669859343,10
pnmf,cm100k_true_synthetic,0.0016177976566970876,0.04728848528658775,10
eals,cm100k_true_synthetic,0.009947742537875365,0.04491581578868106,10
gbpr,cm100k_true_synthetic,0.00662668293123701,0.03798680762627632,10
plsa,cm100k_true_synthetic,0.012009050932200838,0.0527604590223186,10
bpoissmf,cm100k_true_synthetic,0.014659950001505979,0.027743140266859433,10
wrmf,cm100k_true_synthetic,0.007887563627601579,0.043961401765007076,10
wbpr,cm100k_true_synthetic,0.005197132616487455,0.05341066534140538,10
