algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_true_synthetic,0.0005470375847121601,0.018788593786953824,10
itemknn,cm100k_true_synthetic,0.003400862314091929,0.015660613266296756,10
listrankmf,cm100k_true_synthetic,0.00480008775591466,0.009126723569970905,10
randomguess,cm100k_true_synthetic,0.005333368099999811,0.014262278814160003,10
slim,cm100k_true_synthetic,0.0005946254903115919,0.018869232590289466,10
svdpp,cm100k_true_synthetic,0.007083016809006161,0.009264782497269156,10
ranksgd,cm100k_true_synthetic,0.005555287981590039,0.01279489321744998,10
userknn,cm100k_true_synthetic,0.00195774710628905,0.017709647878387042,10
smootheditemaverage,cm100k_true_synthetic,0.010086618271626243,0.010674612382704158,10
optimalobservedprecision,cm100k_true_synthetic,0.0013923046754563731,0.014714972500854503,10
optimalobservedantiprecision,cm100k_true_synthetic,0.009162639516173535,0.008749992052697778,10
optimaltrueprecision,cm100k_true_synthetic,0.018973582885726453,0.00832722368740653,10
optimaltrueantiprecision,cm100k_true_synthetic,0.010454979662100182,0.004061543559150299,10
pnmf,cm100k_true_synthetic,0.0007370100818816079,0.016331903957065446,10
eals,cm100k_true_synthetic,0.004411029740890181,0.01383903120154726,10
gbpr,cm100k_true_synthetic,0.0021689666167029544,0.013161199072312689,10
plsa,cm100k_true_synthetic,0.004142849826150818,0.018215795160974088,10
bpoissmf,cm100k_true_synthetic,0.006361900049645218,0.009096146001489641,10
wrmf,cm100k_true_synthetic,0.003132329542097461,0.01477459551287297,10
wbpr,cm100k_true_synthetic,0.0017234750878413498,0.01829110068943632,10
