algorithm,dataset,ndcg,ndcl,cutoff
mostpopular,cm100k_observed_synthetic,0.0027373728902749285,0.043676183287326316,10
itemknn,cm100k_observed_synthetic,0.00295246453200339,0.011832446732259978,10
listrankmf,cm100k_observed_synthetic,0.004564783852607954,0.00912080877191207,10
randomguess,cm100k_observed_synthetic,0.0010439266927670993,0.0040498847868483,10
slim,cm100k_observed_synthetic,0.002132142077551029,0.04777049174658517,10
svdpp,cm100k_observed_synthetic,0.0003148854317188321,0.0028212720094729555,10
ranksgd,cm100k_observed_synthetic,0.000885728718951396,0.008975458340750335,10
userknn,cm100k_observed_synthetic,0.0031873109809730724,0.031636968128128676,10
smootheditemaverage,cm100k_observed_synthetic,0.0,6.236652921136709e-05,10
optimalobservedprecision,cm100k_observed_synthetic,0.0009750551185836515,0.021169277736281234,10
optimalobservedantiprecision,cm100k_observed_synthetic,0.0003148854317188321,0.0016262668054304904,10
optimaltrueprecision,cm100k_observed_synthetic,0.010804512273619166,0.019073508111921888,10
optimaltrueantiprecision,cm100k_observed_synthetic,0.0006669045213624681,0.0,10
pnmf,cm100k_observed_synthetic,0.002216486075456504,0.031349439238534074,10
eals,cm100k_observed_synthetic,0.0031998947167256936,0.0043605615888276635,10
gbpr,cm100k_observed_synthetic,0.0028606126596969496,0.018036658721321985,10
plsa,cm100k_observed_synthetic,0.000906096309645577,0.02370955674394237,10
bpoissmf,cm100k_observed_synthetic,0.003525618668165372,0.004012105309388753,10
wrmf,cm100k_observed_synthetic,0.001699988409205336,0.01973416809058766,10
wbpr,cm100k_observed_synthetic,0.0019964677229743558,0.028819396330005482,10
