algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_observed_synthetic,0.0016197219628592179,0.05001080679185255,10
itemknn,cm100k_observed_synthetic,0.00210732441124598,0.012635733305667946,10
listrankmf,cm100k_observed_synthetic,0.004493464052287581,0.008048034028426184,10
randomguess,cm100k_observed_synthetic,0.0008169934640522876,0.005054552685271639,10
slim,cm100k_observed_synthetic,0.0013205899643808142,0.052020437804751546,10
svdpp,cm100k_observed_synthetic,0.00010893246187363835,0.003037573053912923,10
ranksgd,cm100k_observed_synthetic,0.0005550368295466334,0.011345402358474253,10
userknn,cm100k_observed_synthetic,0.002182971954213784,0.03606010305356711,10
smootheditemaverage,cm100k_observed_synthetic,0.0,0.00013616557734204794,10
optimalobservedprecision,cm100k_observed_synthetic,0.0008364456893868657,0.022493256561884015,10
optimalobservedantiprecision,cm100k_observed_synthetic,0.00010893246187363835,0.001408341114223467,10
optimaltrueprecision,cm100k_observed_synthetic,0.009022806653525608,0.02207870802642044,10
optimaltrueantiprecision,cm100k_observed_synthetic,0.0004901960784313725,0.0,10
optimaltrueprecisionrestricted,cm100k_observed_synthetic,0.003974305771691393,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed_synthetic,0.0004901960784313725,0.0,10
pnmf,cm100k_observed_synthetic,0.0013932116056299064,0.03346776982397898,10
eals,cm100k_observed_synthetic,0.0030864197530864196,0.004600235155790711,10
gbpr,cm100k_observed_synthetic,0.0020347027699968876,0.02066388283708545,10
plsa,cm100k_observed_synthetic,0.0005291005291005291,0.027806307708268495,10
bpoissmf,cm100k_observed_synthetic,0.0025642355707715184,0.004803402842618528,10
wrmf,cm100k_observed_synthetic,0.0008896151053013798,0.02222740948231144,10
wbpr,cm100k_observed_synthetic,0.0011420617629767957,0.029254417816509323,10
