algorithm,dataset,mrr,antimrr,cutoff
mostpopular,cm100k_observed_synthetic,0.0019258926491630894,0.051656350870187356,10
itemknn,cm100k_observed_synthetic,0.0017861302452497423,0.015684586203454125,10
listrankmf,cm100k_observed_synthetic,0.0008385744234800838,0.005750224618149146,10
randomguess,cm100k_observed_synthetic,0.0015723270440251573,0.004112591927057336,10
slim,cm100k_observed_synthetic,0.0016363848124854414,0.05089472896076671,10
svdpp,cm100k_observed_synthetic,0.0006389138464610164,0.002472047519217331,10
ranksgd,cm100k_observed_synthetic,0.002289857242687431,0.008322934344946924,10
userknn,cm100k_observed_synthetic,0.0006027253668763102,0.0402070646567502,10
smootheditemaverage,cm100k_observed_synthetic,0.0014675052410901466,0.0015024458420684836,10
optimalobservedprecision,cm100k_observed_synthetic,0.0009271738045322951,0.020721024258760108,10
optimalobservedantiprecision,cm100k_observed_synthetic,0.001222921034241789,0.002518634987188446,10
optimaltrueprecision,cm100k_observed_synthetic,0.009256347542511065,0.010945559215999469,10
optimaltrueantiprecision,cm100k_observed_synthetic,0.0008485574523310371,0.0,10
optimaltrueprecisionrestricted,cm100k_observed_synthetic,0.0021093308042993576,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed_synthetic,0.0008485574523310371,0.0,10
pnmf,cm100k_observed_synthetic,0.000494991847193105,0.031436141892116735,10
eals,cm100k_observed_synthetic,0.0021313766596785465,0.008195650727097267,10
gbpr,cm100k_observed_synthetic,0.0040980333433163615,0.018087584439785694,10
plsa,cm100k_observed_synthetic,0.0017120894479385044,0.026428821004292707,10
bpoissmf,cm100k_observed_synthetic,0.0010482180293501047,0.0020598316195800472,10
wrmf,cm100k_observed_synthetic,0.00046587467971115766,0.018960267545173205,10
wbpr,cm100k_observed_synthetic,0.0019566736547868622,0.041422914378889224,10
