1	14	5
1	46	1
1	83	1
1	93	1
1	94	1
1	153	5
1	170	4
1	184	5
1	194	5
1	238	4
1	292	5
1	320	5
1	462	1
1	492	5
1	494	1
1	584	5
1	623	1
1	638	1
1	692	3
1	708	2
1	740	3
1	752	5
1	765	5
1	781	1
1	791	5
1	885	5
1	915	1
1	952	1
1	964	5
1	979	1
2	93	5
2	127	5
2	170	5
2	292	5
2	308	5
2	320	5
2	383	5
2	504	5
2	516	5
2	607	5
2	687	4
2	692	5
2	765	4
2	859	5
2	885	5
2	996	5
3	35	4
3	121	4
3	132	3
3	153	4
3	166	3
3	168	3
3	170	4
3	193	3
3	194	4
3	246	3
3	292	4
3	304	4
3	320	3
3	342	3
3	390	3
3	395	3
3	405	4
3	492	4
3	507	3
3	563	3
3	569	3
3	584	4
3	597	4
3	684	4
3	752	3
3	756	3
3	786	4
3	795	3
3	806	3
3	812	3
3	858	3
3	859	4
3	964	3
3	969	2
3	996	2
4	96	1
4	545	3
4	816	1
4	941	1
4	979	1
4	996	1
5	40	1
5	64	4
5	71	1
5	96	5
5	188	4
5	238	2
5	430	1
5	460	1
5	501	1
5	527	1
5	619	1
5	667	5
5	679	1
5	841	2
5	846	1
5	929	2
5	983	2
6	56	4
6	58	3
6	62	5
6	243	5
6	287	5
6	365	5
6	566	4
6	889	5
6	946	4
7	1	1
7	4	1
7	9	1
7	29	1
7	46	1
7	47	1
7	56	1
7	62	1
7	64	1
7	65	1
7	67	1
7	87	1
7	88	1
7	92	1
7	99	1
7	108	1
7	114	1
7	116	1
7	118	1
7	121	5
7	122	1
7	124	1
7	127	1
7	131	4
7	142	1
7	148	1
7	153	1
7	156	1
7	163	1
7	169	1
7	170	3
7	192	1
7	194	5
7	196	1
7	201	1
7	216	1
7	221	1
7	252	1
7	255	1
7	261	1
7	264	1
7	270	1
7	285	1
7	287	1
7	289	1
7	292	5
7	304	4
7	305	1
7	306	4
7	310	1
7	311	1
7	312	1
7	315	1
7	320	5
7	321	1
7	333	1
7	352	1
7	355	1
7	379	1
7	381	1
7	388	1
7	395	4
7	400	1
7	405	1
7	421	1
7	425	1
7	427	1
7	433	1
7	434	1
7	449	1
7	455	1
7	456	1
7	462	4
7	463	4
7	477	1
7	478	1
7	492	5
7	494	1
7	498	4
7	499	1
7	500	1
7	501	1
7	516	1
7	525	1
7	537	1
7	538	1
7	539	1
7	542	1
7	547	1
7	549	1
7	552	1
7	563	1
7	572	1
7	583	1
7	586	1
7	594	1
7	599	1
7	622	1
7	637	1
7	648	1
7	649	1
7	654	1
7	668	1
7	673	1
7	681	1
7	682	1
7	684	1
7	687	1
7	693	1
7	694	1
7	699	1
7	702	1
7	705	1
7	708	1
7	716	1
7	719	1
7	729	1
7	740	1
7	751	1
7	756	1
7	760	1
7	763	1
7	764	1
7	777	1
7	781	1
7	782	1
7	784	1
7	786	5
7	793	1
7	800	1
7	801	1
7	812	1
7	814	1
7	821	1
7	823	1
7	837	1
7	860	1
7	865	1
7	868	1
7	875	1
7	884	1
7	885	5
7	890	1
7	891	1
7	893	1
7	896	1
7	900	1
7	903	1
7	906	1
7	909	1
7	917	1
7	947	1
7	948	1
7	952	4
7	964	5
7	970	1
7	973	1
7	977	1
7	989	1
7	998	1
8	2	3
8	12	3
8	23	2
8	35	2
8	52	4
8	105	4
8	111	2
8	121	3
8	127	4
8	132	5
8	141	1
8	164	3
8	168	2
8	170	4
8	191	3
8	194	3
8	244	4
8	292	4
8	304	4
8	315	3
8	320	1
8	378	5
8	383	1
8	395	3
8	398	4
8	410	3
8	424	5
8	441	5
8	477	1
8	487	1
8	492	4
8	498	4
8	500	4
8	516	1
8	522	4
8	537	4
8	554	5
8	562	3
8	744	1
8	786	4
8	795	1
8	826	1
8	837	1
8	859	3
8	866	3
8	886	3
8	910	2
8	930	1
8	960	1
8	964	4
8	967	1
8	969	3
8	976	4
8	1000	1
9	56	2
9	119	1
9	196	2
9	235	5
9	395	2
9	573	1
9	668	1
9	744	1
9	812	1
9	979	1
10	56	5
10	115	4
10	636	5
10	668	4
10	729	4
10	744	4
10	812	1
10	837	1
11	11	2
11	58	4
11	86	3
